transaction_id,transaction_date_time,transaction_qty,product_id,unit_price,product_cate_id,product_type_id,product_detail
58882,4/5/2023 17:44:38,1,50,2.5,9,5,Earl Grey Rg
58887,4/5/2023 17:48:44,1,22,2,3,1,Our Old Time Diner Blend Sm
58888,4/5/2023 17:48:44,1,73,3.75,1,8,Almond Croissant
58890,4/5/2023 17:52:03,1,59,4.5,5,11,Dark chocolate Lg
58899,4/5/2023 17:55:40,1,40,3.75,3,3,Cappuccino
58904,4/5/2023 17:59:56,1,49,3,9,5,English Breakfast Lg
58909,4/5/2023 18:03:34,1,87,3,3,3,Ouro Brasileiro shot
58943,4/5/2023 18:28:56,1,71,3.75,1,8,Chocolate Croissant
58944,4/5/2023 18:29:07,1,32,3,3,13,Ethiopia Rg
59027,4/6/2023 7:02:28,1,44,2.5,9,7,Peppermint Rg
59028,4/6/2023 7:06:54,1,55,4,9,4,Morning Sunrise Chai Lg
59029,4/6/2023 7:06:54,1,72,3.25,1,2,Ginger Scone
59030,4/6/2023 7:09:28,1,26,3,3,9,Brazilian Rg
59033,4/6/2023 7:21:22,1,47,3,9,12,Serenity Green Tea Lg
59037,4/6/2023 7:34:50,1,69,3.25,1,6,Hazelnut Biscotti
59048,4/6/2023 8:07:51,1,87,3,3,3,Ouro Brasileiro shot
59051,4/6/2023 8:11:08,1,23,2.5,3,1,Our Old Time Diner Blend Rg
59055,4/6/2023 8:13:41,1,72,3.25,1,2,Ginger Scone
59056,4/6/2023 8:14:47,1,52,2.5,9,4,Traditional Blend Chai Rg
59057,4/6/2023 8:14:47,1,70,3.25,1,2,Cranberry Scone
59060,4/6/2023 8:24:48,1,42,2.5,9,7,Lemon Grass Rg
59066,4/6/2023 8:30:19,1,55,4,9,4,Morning Sunrise Chai Lg
59076,4/6/2023 8:35:34,1,29,2.5,3,13,Columbian Medium Roast Rg
59077,4/6/2023 8:35:34,1,69,3.25,1,6,Hazelnut Biscotti
59078,4/6/2023 8:37:11,1,58,3.5,5,11,Dark chocolate Rg
59079,4/6/2023 8:44:01,1,31,2.2,3,13,Ethiopia Sm
59083,4/6/2023 8:47:43,1,30,3,3,13,Columbian Medium Roast Lg
59084,4/6/2023 8:47:43,1,77,3,1,2,Oatmeal Scone
59086,4/6/2023 8:49:20,1,53,3,9,4,Traditional Blend Chai Lg
59087,4/6/2023 8:50:34,1,37,3,3,3,Espresso shot
59091,4/6/2023 9:01:27,1,45,3,9,7,Peppermint Lg
59092,4/6/2023 9:02:51,1,34,2.45,3,10,Jamaican Coffee River Sm
59095,4/6/2023 9:04:17,1,61,4.75,5,11,Sustainably Grown Organic Lg
59097,4/6/2023 9:05:32,1,36,3.75,3,10,Jamaican Coffee River Lg
59098,4/6/2023 9:05:58,1,22,2,3,1,Our Old Time Diner Blend Sm
59102,4/6/2023 9:15:48,1,57,3.1,9,4,Spicy Eye Opener Chai Lg
59103,4/6/2023 9:18:01,1,39,4.25,3,3,Latte Rg
59105,4/6/2023 9:19:08,1,69,3.25,1,6,Hazelnut Biscotti
59108,4/6/2023 9:21:16,1,32,3,3,13,Ethiopia Rg
59120,4/6/2023 9:46:56,1,22,2,3,1,Our Old Time Diner Blend Sm
59121,4/6/2023 9:46:56,1,77,3,1,2,Oatmeal Scone
59127,4/6/2023 9:51:49,1,34,2.45,3,10,Jamaican Coffee River Sm
59128,4/6/2023 9:52:23,1,38,3.75,3,3,Latte
59131,4/6/2023 9:57:24,1,44,2.5,9,7,Peppermint Rg
59132,4/6/2023 9:58:09,1,29,2.5,3,13,Columbian Medium Roast Rg
59133,4/6/2023 9:58:09,1,73,3.75,1,8,Almond Croissant
59134,4/6/2023 9:58:59,1,57,3.1,9,4,Spicy Eye Opener Chai Lg
59138,4/6/2023 10:10:52,1,41,4.25,3,3,Cappuccino Lg
59139,4/6/2023 10:10:52,1,74,3.5,1,6,Ginger Biscotti
59142,4/6/2023 10:14:34,1,31,2.2,3,13,Ethiopia Sm
59144,4/6/2023 10:15:56,1,60,3.75,5,11,Sustainably Grown Organic Rg
59146,4/6/2023 10:17:38,1,69,3.25,1,6,Hazelnut Biscotti
59148,4/6/2023 10:28:38,1,39,4.25,3,3,Latte Rg
59152,4/6/2023 10:36:55,1,71,3.75,1,8,Chocolate Croissant
59155,4/6/2023 10:37:50,1,34,2.45,3,10,Jamaican Coffee River Sm
59156,4/6/2023 10:39:00,1,52,2.5,9,4,Traditional Blend Chai Rg
59158,4/6/2023 10:41:31,1,44,2.5,9,7,Peppermint Rg
59159,4/6/2023 10:42:00,1,30,3,3,13,Columbian Medium Roast Lg
59166,4/6/2023 10:53:42,1,50,2.5,9,5,Earl Grey Rg
59167,4/6/2023 10:53:42,1,72,3.25,1,2,Ginger Scone
59168,4/6/2023 10:54:18,1,25,2.2,3,9,Brazilian Sm
59169,4/6/2023 10:56:46,1,87,3,3,3,Ouro Brasileiro shot
59170,4/6/2023 10:56:46,1,74,3.5,1,6,Ginger Biscotti
59174,4/6/2023 11:01:35,1,49,3,9,5,English Breakfast Lg
59175,4/6/2023 11:01:35,1,73,3.75,1,8,Almond Croissant
59184,4/6/2023 11:08:07,1,31,2.2,3,13,Ethiopia Sm
59185,4/6/2023 11:09:29,1,45,3,9,7,Peppermint Lg
59196,4/6/2023 11:22:26,1,48,2.5,9,5,English Breakfast Rg
59197,4/6/2023 11:22:26,1,74,3.5,1,6,Ginger Biscotti
59198,4/6/2023 11:24:05,1,60,3.75,5,11,Sustainably Grown Organic Rg
59214,4/6/2023 11:43:38,1,59,4.5,5,11,Dark chocolate Lg
59225,4/6/2023 11:53:45,1,41,4.25,3,3,Cappuccino Lg
59226,4/6/2023 11:53:45,1,70,3.25,1,2,Cranberry Scone
59227,4/6/2023 11:54:33,1,51,3,9,5,Earl Grey Lg
59238,4/6/2023 11:59:58,1,28,2,3,13,Columbian Medium Roast Sm
59239,4/6/2023 11:59:58,1,72,3.25,1,2,Ginger Scone
59249,4/6/2023 12:06:27,1,48,2.5,9,5,English Breakfast Rg
59253,4/6/2023 12:11:49,1,43,3,9,7,Lemon Grass Lg
59254,4/6/2023 12:11:49,1,76,3.5,1,6,Chocolate Chip Biscotti
59278,4/6/2023 12:36:47,1,60,3.75,5,11,Sustainably Grown Organic Rg
59282,4/6/2023 12:39:35,1,29,2.5,3,13,Columbian Medium Roast Rg
59286,4/6/2023 12:42:57,1,34,2.45,3,10,Jamaican Coffee River Sm
59291,4/6/2023 12:52:28,1,77,3,1,2,Oatmeal Scone
59294,4/6/2023 12:57:30,1,29,2.5,3,13,Columbian Medium Roast Rg
59302,4/6/2023 13:04:00,1,37,3,3,3,Espresso shot
59306,4/6/2023 13:05:03,1,74,3.5,1,6,Ginger Biscotti
59307,4/6/2023 13:06:38,1,54,2.5,9,4,Morning Sunrise Chai Rg
59321,4/6/2023 13:17:11,1,28,2,3,13,Columbian Medium Roast Sm
59328,4/6/2023 13:23:59,1,56,2.55,9,4,Spicy Eye Opener Chai Rg
59331,4/6/2023 13:26:31,1,60,3.75,5,11,Sustainably Grown Organic Rg
59336,4/6/2023 13:29:18,1,34,2.45,3,10,Jamaican Coffee River Sm
59338,4/6/2023 13:33:34,1,59,4.5,5,11,Dark chocolate Lg
59344,4/6/2023 13:41:34,1,48,2.5,9,5,English Breakfast Rg
59346,4/6/2023 13:43:17,1,24,3,3,1,Our Old Time Diner Blend Lg
59352,4/6/2023 13:49:50,1,78,4.5,1,2,Scottish Cream Scone 
59354,4/6/2023 13:52:13,1,33,3.5,3,13,Ethiopia Lg
59360,4/6/2023 13:58:41,1,55,4,9,4,Morning Sunrise Chai Lg
59378,4/6/2023 14:14:59,1,51,3,9,5,Earl Grey Lg
59379,4/6/2023 14:15:04,1,42,2.5,9,7,Lemon Grass Rg
59384,4/6/2023 14:18:01,1,41,4.25,3,3,Cappuccino Lg
59399,4/6/2023 14:35:04,1,23,2.5,3,1,Our Old Time Diner Blend Rg
59405,4/6/2023 14:41:18,1,77,3,1,2,Oatmeal Scone
59410,4/6/2023 14:45:10,1,59,4.5,5,11,Dark chocolate Lg
59426,4/6/2023 14:58:47,1,59,4.5,5,11,Dark chocolate Lg
59429,4/6/2023 15:01:07,1,25,2.2,3,9,Brazilian Sm
59439,4/6/2023 15:10:27,1,87,3,3,3,Ouro Brasileiro shot
59442,4/6/2023 15:14:56,1,37,3,3,3,Espresso shot
59444,4/6/2023 15:15:12,1,71,3.75,1,8,Chocolate Croissant
59448,4/6/2023 15:18:26,1,40,3.75,3,3,Cappuccino
59451,4/6/2023 15:20:08,1,34,2.45,3,10,Jamaican Coffee River Sm
59454,4/6/2023 15:21:47,1,36,3.75,3,10,Jamaican Coffee River Lg
59460,4/6/2023 15:24:39,1,22,2,3,1,Our Old Time Diner Blend Sm
59478,4/6/2023 15:38:40,1,34,2.45,3,10,Jamaican Coffee River Sm
59479,4/6/2023 15:38:40,1,69,3.25,1,6,Hazelnut Biscotti
59487,4/6/2023 15:40:57,1,39,4.25,3,3,Latte Rg
59488,4/6/2023 15:41:09,1,27,3.5,3,9,Brazilian Lg
59489,4/6/2023 15:42:13,1,57,3.1,9,4,Spicy Eye Opener Chai Lg
59490,4/6/2023 15:42:29,1,31,2.2,3,13,Ethiopia Sm
59496,4/6/2023 15:47:20,1,23,2.5,3,1,Our Old Time Diner Blend Rg
59497,4/6/2023 15:47:20,1,69,3.25,1,6,Hazelnut Biscotti
59502,4/6/2023 15:50:31,1,71,3.75,1,8,Chocolate Croissant
59513,4/6/2023 15:59:08,1,56,2.55,9,4,Spicy Eye Opener Chai Rg
59514,4/6/2023 16:00:30,1,33,3.5,3,13,Ethiopia Lg
59534,4/6/2023 16:15:30,1,26,3,3,9,Brazilian Rg
59550,4/6/2023 16:32:16,1,44,2.5,9,7,Peppermint Rg
59551,4/6/2023 16:32:42,1,33,3.5,3,13,Ethiopia Lg
59555,4/6/2023 16:37:35,1,38,3.75,3,3,Latte
59566,4/6/2023 16:48:33,1,59,4.5,5,11,Dark chocolate Lg
59567,4/6/2023 16:48:33,1,77,3,1,2,Oatmeal Scone
59579,4/6/2023 17:00:54,1,30,3,3,13,Columbian Medium Roast Lg
59580,4/6/2023 17:00:54,1,73,3.75,1,8,Almond Croissant
59583,4/6/2023 17:03:40,1,59,4.5,5,11,Dark chocolate Lg
59584,4/6/2023 17:03:40,1,70,3.25,1,2,Cranberry Scone
59591,4/6/2023 17:07:23,1,56,2.55,9,4,Spicy Eye Opener Chai Rg
59612,4/6/2023 17:22:05,1,57,3.1,9,4,Spicy Eye Opener Chai Lg
59614,4/6/2023 17:23:47,1,50,2.5,9,5,Earl Grey Rg
59615,4/6/2023 17:23:47,1,76,3.5,1,6,Chocolate Chip Biscotti
59623,4/6/2023 17:32:09,1,33,3.5,3,13,Ethiopia Lg
59626,4/6/2023 17:35:23,1,87,3,3,3,Ouro Brasileiro shot
59643,4/6/2023 17:51:47,1,59,4.5,5,11,Dark chocolate Lg
59647,4/6/2023 17:54:29,1,45,3,9,7,Peppermint Lg
59648,4/6/2023 17:54:53,1,38,3.75,3,3,Latte
59653,4/6/2023 17:58:03,1,42,2.5,9,7,Lemon Grass Rg
59656,4/6/2023 17:59:58,1,27,3.5,3,9,Brazilian Lg
59659,4/6/2023 18:00:50,1,50,2.5,9,5,Earl Grey Rg
59660,4/6/2023 18:00:50,1,70,3.25,1,2,Cranberry Scone
59666,4/6/2023 18:03:28,1,22,2,3,1,Our Old Time Diner Blend Sm
59670,4/6/2023 18:05:38,1,58,3.5,5,11,Dark chocolate Rg
59671,4/6/2023 18:05:38,1,70,3.25,1,2,Cranberry Scone
59674,4/6/2023 18:08:26,1,39,4.25,3,3,Latte Rg
59677,4/6/2023 18:11:01,1,55,4,9,4,Morning Sunrise Chai Lg
59683,4/6/2023 18:19:25,1,41,4.25,3,3,Cappuccino Lg
59691,4/6/2023 18:24:52,1,71,3.75,1,8,Chocolate Croissant
59826,4/7/2023 6:27:23,1,38,3.75,3,3,Latte
59828,4/7/2023 7:00:50,1,71,3.75,1,8,Chocolate Croissant
59829,4/7/2023 7:00:50,1,71,3.75,1,8,Chocolate Croissant
59832,4/7/2023 7:07:56,1,46,2.5,9,12,Serenity Green Tea Rg
59833,4/7/2023 7:07:56,1,12,8.95,7,14,Peppermint
59837,4/7/2023 7:13:09,1,57,3.1,9,4,Spicy Eye Opener Chai Lg
59838,4/7/2023 7:13:09,1,70,3.25,1,2,Cranberry Scone
59840,4/7/2023 7:14:02,1,72,3.25,1,2,Ginger Scone
59844,4/7/2023 7:17:13,1,71,3.75,1,8,Chocolate Croissant
59846,4/7/2023 7:22:28,1,54,2.5,9,4,Morning Sunrise Chai Rg
59847,4/7/2023 7:22:28,1,76,3.5,1,6,Chocolate Chip Biscotti
59848,4/7/2023 7:23:01,1,43,3,9,7,Lemon Grass Lg
59849,4/7/2023 7:23:01,1,72,3.25,1,2,Ginger Scone
59854,4/7/2023 7:25:41,1,63,0.8,6,15,Carmel syrup
59856,4/7/2023 7:26:45,1,52,2.5,9,4,Traditional Blend Chai Rg
59863,4/7/2023 7:31:50,1,40,3.75,3,3,Cappuccino
59865,4/7/2023 7:31:50,1,73,3.75,1,8,Almond Croissant
59866,4/7/2023 7:34:33,1,54,2.5,9,4,Morning Sunrise Chai Rg
59873,4/7/2023 7:40:53,1,55,4,9,4,Morning Sunrise Chai Lg
59874,4/7/2023 7:41:09,1,43,3,9,7,Lemon Grass Lg
59875,4/7/2023 7:42:30,1,54,2.5,9,4,Morning Sunrise Chai Rg
59876,4/7/2023 7:42:30,1,79,3.75,1,2,Jumbo Savory Scone
59877,4/7/2023 7:44:17,1,41,4.25,3,3,Cappuccino Lg
59878,4/7/2023 7:44:17,1,63,0.8,6,15,Carmel syrup
59879,4/7/2023 7:44:17,1,70,3.25,1,2,Cranberry Scone
59880,4/7/2023 7:44:17,1,6,21,4,16,Ethiopia
59881,4/7/2023 7:44:36,1,51,3,9,5,Earl Grey Lg
59883,4/7/2023 7:44:43,1,76,3.5,1,6,Chocolate Chip Biscotti
59885,4/7/2023 7:45:15,1,34,2.45,3,10,Jamaican Coffee River Sm
59886,4/7/2023 7:45:15,1,9,28,4,17,Organic Decaf Blend
59887,4/7/2023 7:46:50,1,25,2.2,3,9,Brazilian Sm
59889,4/7/2023 7:50:42,1,9,28,4,17,Organic Decaf Blend
59890,4/7/2023 7:52:27,1,42,2.5,9,7,Lemon Grass Rg
59893,4/7/2023 7:55:28,1,53,3,9,4,Traditional Blend Chai Lg
59896,4/7/2023 7:58:14,1,77,3,1,2,Oatmeal Scone
59897,4/7/2023 7:59:24,1,26,3,3,9,Brazilian Rg
59904,4/7/2023 8:02:29,1,43,3,9,7,Lemon Grass Lg
59909,4/7/2023 8:05:27,1,56,2.55,9,4,Spicy Eye Opener Chai Rg
59922,4/7/2023 8:15:02,1,36,3.75,3,10,Jamaican Coffee River Lg
59923,4/7/2023 8:15:02,1,75,3.5,1,8,Croissant
59925,4/7/2023 8:16:00,1,71,3.75,1,8,Chocolate Croissant
59932,4/7/2023 8:18:07,1,37,3,3,3,Espresso shot
59933,4/7/2023 8:18:07,1,65,0.8,6,18,Sugar Free Vanilla syrup
59938,4/7/2023 8:20:30,1,37,3,3,3,Espresso shot
59939,4/7/2023 8:20:30,1,64,0.8,6,15,Hazelnut syrup
59950,4/7/2023 8:27:03,1,53,3,9,4,Traditional Blend Chai Lg
59954,4/7/2023 8:28:23,1,40,3.75,3,3,Cappuccino
59960,4/7/2023 8:31:41,1,55,4,9,4,Morning Sunrise Chai Lg
59967,4/7/2023 8:34:41,1,42,2.5,9,7,Lemon Grass Rg
59972,4/7/2023 8:35:35,1,77,3,1,2,Oatmeal Scone
59976,4/7/2023 8:37:39,1,31,2.2,3,13,Ethiopia Sm
59981,4/7/2023 8:39:18,1,53,3,9,4,Traditional Blend Chai Lg
59983,4/7/2023 8:41:00,1,48,2.5,9,5,English Breakfast Rg
59984,4/7/2023 8:41:00,1,69,3.25,1,6,Hazelnut Biscotti
59988,4/7/2023 8:43:34,1,38,3.75,3,3,Latte
60000,4/7/2023 8:48:28,1,36,3.75,3,10,Jamaican Coffee River Lg
60015,4/7/2023 8:56:03,1,25,2.2,3,9,Brazilian Sm
60026,4/7/2023 9:01:25,1,48,2.5,9,5,English Breakfast Rg
60034,4/7/2023 9:05:19,1,41,4.25,3,3,Cappuccino Lg
60035,4/7/2023 9:05:19,1,64,0.8,6,15,Hazelnut syrup
60036,4/7/2023 9:05:19,1,9,28,4,17,Organic Decaf Blend
60040,4/7/2023 9:07:41,1,25,2.2,3,9,Brazilian Sm
60043,4/7/2023 9:09:12,1,71,3.75,1,8,Chocolate Croissant
60051,4/7/2023 9:14:46,1,76,3.5,1,6,Chocolate Chip Biscotti
60053,4/7/2023 9:15:24,1,36,3.75,3,10,Jamaican Coffee River Lg
60058,4/7/2023 9:17:48,1,28,2,3,13,Columbian Medium Roast Sm
60059,4/7/2023 9:17:48,1,2,18,4,29,Our Old Time Diner Blend
60072,4/7/2023 9:25:31,1,9,23,4,17,Organic Decaf Blend
60082,4/7/2023 9:31:02,1,42,2.5,9,7,Lemon Grass Rg
60083,4/7/2023 9:31:43,1,32,3,3,13,Ethiopia Rg
60089,4/7/2023 9:35:19,1,29,2.5,3,13,Columbian Medium Roast Rg
60103,4/7/2023 9:42:52,1,57,3.1,9,4,Spicy Eye Opener Chai Lg
60104,4/7/2023 9:42:52,1,7,19.75,4,20,Jamacian Coffee River
60105,4/7/2023 9:42:52,1,9,12,4,17,Organic Decaf Blend
60109,4/7/2023 9:44:58,1,49,3,9,5,English Breakfast Lg
60110,4/7/2023 9:44:59,1,52,2.5,9,4,Traditional Blend Chai Rg
60112,4/7/2023 9:45:40,1,48,2.5,9,5,English Breakfast Rg
60118,4/7/2023 9:49:02,1,58,3.5,5,11,Dark chocolate Rg
60123,4/7/2023 9:53:35,1,33,3.5,3,13,Ethiopia Lg
60130,4/7/2023 9:57:26,1,61,4.75,5,11,Sustainably Grown Organic Lg
60134,4/7/2023 9:59:06,1,42,2.5,9,7,Lemon Grass Rg
60135,4/7/2023 9:59:06,1,73,3.75,1,8,Almond Croissant
60136,4/7/2023 9:59:06,1,9,28,4,17,Organic Decaf Blend
60144,4/7/2023 10:01:19,1,76,3.5,1,6,Chocolate Chip Biscotti
60145,4/7/2023 10:01:19,1,12,8.95,7,14,Peppermint
60149,4/7/2023 10:01:43,1,36,3.75,3,10,Jamaican Coffee River Lg
60150,4/7/2023 10:01:43,1,77,3,1,2,Oatmeal Scone
60156,4/7/2023 10:05:43,1,27,3.5,3,9,Brazilian Lg
60169,4/7/2023 10:10:26,1,71,3.75,1,8,Chocolate Croissant
60170,4/7/2023 10:10:26,1,71,3.75,1,8,Chocolate Croissant
60171,4/7/2023 10:10:26,1,71,3.75,1,8,Chocolate Croissant
60172,4/7/2023 10:10:27,1,44,2.5,9,7,Peppermint Rg
60175,4/7/2023 10:11:34,1,32,3,3,13,Ethiopia Rg
60182,4/7/2023 10:17:25,1,48,2.5,9,5,English Breakfast Rg
60183,4/7/2023 10:17:25,1,71,3.75,1,8,Chocolate Croissant
60195,4/7/2023 10:25:49,1,84,0.8,6,15,Chocolate syrup
60197,4/7/2023 10:26:52,1,33,3.5,3,13,Ethiopia Lg
60199,4/7/2023 10:29:12,1,71,3.75,1,8,Chocolate Croissant
60200,4/7/2023 10:29:12,1,71,3.75,1,8,Chocolate Croissant
60201,4/7/2023 10:29:12,1,71,3.75,1,8,Chocolate Croissant
60209,4/7/2023 10:32:22,1,76,3.5,1,6,Chocolate Chip Biscotti
60218,4/7/2023 10:35:10,1,71,3.75,1,8,Chocolate Croissant
60223,4/7/2023 10:36:25,1,43,3,9,7,Lemon Grass Lg
60225,4/7/2023 10:36:56,1,72,3.25,1,2,Ginger Scone
60226,4/7/2023 10:36:56,1,13,8.95,7,25,English Breakfast
60228,4/7/2023 10:37:13,1,79,3.75,1,2,Jumbo Savory Scone
60233,4/7/2023 10:39:51,1,44,2.5,9,7,Peppermint Rg
60234,4/7/2023 10:40:25,1,38,3.75,3,3,Latte
60235,4/7/2023 10:40:25,1,63,0.8,6,15,Carmel syrup
60237,4/7/2023 10:41:10,1,50,2.5,9,5,Earl Grey Rg
60238,4/7/2023 10:41:10,1,73,3.75,1,8,Almond Croissant
60243,4/7/2023 10:44:03,1,64,0.8,6,15,Hazelnut syrup
60249,4/7/2023 10:46:19,1,22,2,3,1,Our Old Time Diner Blend Sm
60262,4/7/2023 10:56:05,1,39,4.25,3,3,Latte Rg
60264,4/7/2023 10:56:05,1,9,12,4,17,Organic Decaf Blend
60268,4/7/2023 10:59:31,1,70,3.25,1,2,Cranberry Scone
60302,4/7/2023 11:30:40,1,58,3.5,5,11,Dark chocolate Rg
60313,4/7/2023 11:43:21,1,29,2.5,3,13,Columbian Medium Roast Rg
60319,4/7/2023 11:59:07,1,32,3,3,13,Ethiopia Rg
60321,4/7/2023 12:02:05,1,22,2,3,1,Our Old Time Diner Blend Sm
60329,4/7/2023 12:11:26,1,72,3.25,1,2,Ginger Scone
60335,4/7/2023 12:16:21,1,29,2.5,3,13,Columbian Medium Roast Rg
60336,4/7/2023 12:17:09,1,40,3.75,3,3,Cappuccino
60337,4/7/2023 12:17:09,1,73,3.75,1,8,Almond Croissant
60675,4/8/2023 7:30:17,1,39,4.25,3,3,Latte Rg
60676,4/8/2023 7:30:17,1,64,0.8,6,15,Hazelnut syrup
60677,4/8/2023 7:30:17,1,39,4.25,3,3,Latte Rg
60678,4/8/2023 7:30:17,1,1,18,4,17,Brazilian - Organic
60683,4/8/2023 7:31:32,1,40,3.75,3,3,Cappuccino
60687,4/8/2023 7:34:59,1,63,0.8,6,15,Carmel syrup
60688,4/8/2023 7:36:09,1,43,3,9,7,Lemon Grass Lg
60690,4/8/2023 7:38:48,1,61,4.75,5,11,Sustainably Grown Organic Lg
60702,4/8/2023 7:46:43,1,49,3,9,5,English Breakfast Lg
60703,4/8/2023 7:47:41,1,32,3,3,13,Ethiopia Rg
60711,4/8/2023 7:51:24,1,57,3.1,9,4,Spicy Eye Opener Chai Lg
60712,4/8/2023 7:51:24,1,78,4.5,1,2,Scottish Cream Scone 
60722,4/8/2023 7:55:11,1,72,3.25,1,2,Ginger Scone
60723,4/8/2023 7:55:13,1,38,3.75,3,3,Latte
60724,4/8/2023 7:55:13,1,65,0.8,6,18,Sugar Free Vanilla syrup
60725,4/8/2023 7:55:13,1,71,3.75,1,8,Chocolate Croissant
60726,4/8/2023 7:55:15,1,38,3.75,3,3,Latte
60727,4/8/2023 7:55:15,1,65,0.8,6,18,Sugar Free Vanilla syrup
60728,4/8/2023 7:56:45,1,23,2.5,3,1,Our Old Time Diner Blend Rg
60729,4/8/2023 7:56:45,1,69,3.25,1,6,Hazelnut Biscotti
60730,4/8/2023 7:58:35,1,33,3.5,3,13,Ethiopia Lg
60731,4/8/2023 7:59:01,1,57,3.1,9,4,Spicy Eye Opener Chai Lg
60732,4/8/2023 7:59:43,1,24,3,3,1,Our Old Time Diner Blend Lg
60735,4/8/2023 8:00:01,1,33,3.5,3,13,Ethiopia Lg
60736,4/8/2023 8:00:04,1,49,3,9,5,English Breakfast Lg
60744,4/8/2023 8:04:56,1,59,4.5,5,11,Dark chocolate Lg
60746,4/8/2023 8:06:38,1,61,4.75,5,11,Sustainably Grown Organic Lg
60749,4/8/2023 8:07:10,1,35,3.1,3,10,Jamaican Coffee River Rg
60750,4/8/2023 8:07:10,1,6,21,4,16,Ethiopia
60754,4/8/2023 8:09:53,1,26,3,3,9,Brazilian Rg
60757,4/8/2023 8:12:57,1,35,3.1,3,10,Jamaican Coffee River Rg
60758,4/8/2023 8:12:57,1,71,3.75,1,8,Chocolate Croissant
60760,4/8/2023 8:14:08,1,59,4.5,5,11,Dark chocolate Lg
60762,4/8/2023 8:16:16,1,28,2,3,13,Columbian Medium Roast Sm
60763,4/8/2023 8:16:16,1,71,3.75,1,8,Chocolate Croissant
60767,4/8/2023 8:20:50,1,55,4,9,4,Morning Sunrise Chai Lg
60768,4/8/2023 8:20:50,1,77,3,1,2,Oatmeal Scone
60774,4/8/2023 8:22:50,1,75,3.5,1,8,Croissant
60785,4/8/2023 8:30:44,1,38,3.75,3,3,Latte
60786,4/8/2023 8:30:44,1,64,0.8,6,15,Hazelnut syrup
60787,4/8/2023 8:31:13,1,41,4.25,3,3,Cappuccino Lg
60789,4/8/2023 8:31:13,1,63,0.8,6,15,Carmel syrup
60790,4/8/2023 8:31:13,1,72,3.25,1,2,Ginger Scone
60792,4/8/2023 8:35:45,1,63,0.8,6,15,Carmel syrup
60793,4/8/2023 8:36:15,1,34,2.45,3,10,Jamaican Coffee River Sm
60794,4/8/2023 8:36:15,1,12,8.95,7,14,Peppermint
60795,4/8/2023 8:36:32,1,46,2.5,9,12,Serenity Green Tea Rg
60796,4/8/2023 8:36:32,1,75,3.5,1,8,Croissant
60802,4/8/2023 8:41:40,1,61,4.75,5,11,Sustainably Grown Organic Lg
60803,4/8/2023 8:41:40,1,70,3.25,1,2,Cranberry Scone
60813,4/8/2023 8:48:48,1,48,2.5,9,5,English Breakfast Rg
60816,4/8/2023 8:50:48,1,1,18,4,17,Brazilian - Organic
60818,4/8/2023 8:51:30,1,71,3.75,1,8,Chocolate Croissant
60820,4/8/2023 8:52:31,1,31,2.2,3,13,Ethiopia Sm
60821,4/8/2023 8:52:31,1,75,3.5,1,8,Croissant
60824,4/8/2023 8:54:27,1,22,2,3,1,Our Old Time Diner Blend Sm
60825,4/8/2023 8:55:14,1,33,3.5,3,13,Ethiopia Lg
60827,4/8/2023 8:56:04,1,54,2.5,9,4,Morning Sunrise Chai Rg
60840,4/8/2023 9:04:52,1,53,3,9,4,Traditional Blend Chai Lg
60847,4/8/2023 9:10:35,1,38,3.75,3,3,Latte
60851,4/8/2023 9:10:50,1,78,4.5,1,2,Scottish Cream Scone 
60854,4/8/2023 9:13:06,1,39,4.25,3,3,Latte Rg
60858,4/8/2023 9:14:13,1,43,3,9,7,Lemon Grass Lg
60859,4/8/2023 9:14:13,1,77,3,1,2,Oatmeal Scone
60865,4/8/2023 9:17:43,1,64,0.8,6,15,Hazelnut syrup
60866,4/8/2023 9:19:09,1,30,3,3,13,Columbian Medium Roast Lg
60867,4/8/2023 9:19:09,1,78,4.5,1,2,Scottish Cream Scone 
60877,4/8/2023 9:24:25,1,47,3,9,12,Serenity Green Tea Lg
60878,4/8/2023 9:24:25,1,79,3.75,1,2,Jumbo Savory Scone
60882,4/8/2023 9:24:44,1,43,3,9,7,Lemon Grass Lg
60888,4/8/2023 9:27:26,1,26,3,3,9,Brazilian Rg
60889,4/8/2023 9:27:26,1,3,14.75,4,22,Espresso Roast
60894,4/8/2023 9:31:52,1,59,4.5,5,11,Dark chocolate Lg
60901,4/8/2023 9:34:26,1,41,4.25,3,3,Cappuccino Lg
60910,4/8/2023 9:38:04,1,42,2.5,9,7,Lemon Grass Rg
60917,4/8/2023 9:40:48,1,1,18,4,17,Brazilian - Organic
60922,4/8/2023 9:46:13,1,60,3.75,5,11,Sustainably Grown Organic Rg
60923,4/8/2023 9:46:47,1,43,3,9,7,Lemon Grass Lg
60928,4/8/2023 9:52:32,1,38,3.75,3,3,Latte
60929,4/8/2023 9:52:32,1,78,4.5,1,2,Scottish Cream Scone 
60932,4/8/2023 9:54:24,1,79,3.75,1,2,Jumbo Savory Scone
60933,4/8/2023 9:55:40,1,33,3.5,3,13,Ethiopia Lg
60939,4/8/2023 9:59:20,1,25,2.2,3,9,Brazilian Sm
60940,4/8/2023 9:59:20,1,69,3.25,1,6,Hazelnut Biscotti
60944,4/8/2023 10:01:12,1,79,3.75,1,2,Jumbo Savory Scone
60945,4/8/2023 10:01:12,1,1,18,4,17,Brazilian - Organic
